Extension,Altitude,Velocity,Drag,Center_of_Pressure
80,6000,34.0,4.931044,0.7178251
80,6000,68.0,18.81166,0.707269
80,6000,102.0,41.16882,0.7066947
80,6000,137.0,71.68687,0.7068992
80,6000,171.0,110.5582,0.7043085
80,6000,205.0,157.6454,0.7027017
80,6000,240.0,213.0572,0.7028829
80,6000,274.0,276.3571,0.701786
80,6000,308.0,348.2186,0.6983001
80,6000,343.0,426.9938,0.6972808
80,6000,377.0,514.6329,0.697318
80,6000,411.0,610.6841,0.6969157
80,6000,445.0,714.5876,0.6957743
80,6000,480.0,826.272,0.6950761
80,6000,514.0,945.8458,0.693136
80,7000,34.0,4.440569,0.7194121
80,7000,68.0,17.00957,0.7086156
80,7000,102.0,37.14509,0.7062748
80,7000,137.0,64.49471,0.7058909
80,7000,171.0,99.37496,0.704644
80,7000,205.0,141.6075,0.7037351
80,7000,240.0,191.2784,0.7033718
80,7000,274.0,248.1275,0.7018229
80,7000,308.0,312.2177,0.7006069
80,7000,343.0,383.1692,0.6988434
80,7000,377.0,461.7197,0.6982058
80,7000,411.0,547.749,0.6981678
80,7000,445.0,640.911,0.696732
80,7000,480.0,741.0013,0.6962152
80,7000,514.0,848.3861,0.6948671
80,8000,34.0,3.988947,0.7214197
80,8000,68.0,15.1746,0.7096764
80,8000,102.0,33.40248,0.706917
80,8000,137.0,57.92526,0.7030083
80,8000,171.0,88.98911,0.7061332
80,8000,205.0,126.835,0.7043988
80,8000,240.0,171.2809,0.7032036
80,8000,274.0,222.1962,0.7021083
80,8000,308.0,279.4877,0.702323
80,8000,343.0,342.9742,0.6989736
80,8000,377.0,413.2812,0.6986846
80,8000,411.0,490.432,0.6963121
80,8000,445.0,573.2498,0.6977921
80,8000,480.0,662.6727,0.6973207
80,8000,514.0,758.6428,0.694724
80,9000,34.0,3.576437,0.7224305
80,9000,68.0,13.53626,0.7121696
80,9000,102.0,29.72131,0.7067249
80,9000,137.0,51.73575,0.7063489
80,9000,171.0,79.52579,0.7068374
80,9000,205.0,113.2194,0.706596
80,9000,240.0,152.8499,0.7039195
80,9000,274.0,198.1674,0.7038737
80,9000,308.0,249.4675,0.7024926
80,9000,343.0,306.0554,0.7017296
80,9000,377.0,369.0192,0.6974404
80,9000,411.0,437.2426,0.6987988
80,9000,445.0,511.0178,0.6976652
80,9000,480.0,591.067,0.6984256
80,9000,514.0,676.3831,0.6955656
80,10000,34.0,3.195009,0.7236405
80,10000,68.0,12.05603,0.7146937
80,10000,102.0,26.46235,0.7076418
80,10000,137.0,46.21671,0.7085519
80,10000,171.0,70.94837,0.7050445
80,10000,205.0,100.911,0.7062451
80,10000,240.0,136.0724,0.7047193
80,10000,274.0,176.3989,0.7036692
80,10000,308.0,221.8643,0.7024341
80,10000,343.0,272.2597,0.7023348
80,10000,377.0,328.0542,0.7010021
80,10000,411.0,388.6678,0.6993926
80,10000,445.0,454.3727,0.6989723
80,10000,480.0,525.3821,0.6991677
80,10000,514.0,601.3168,0.6971928
90,0,34.0,9.163244,0.7149363
90,0,68.0,34.94604,0.7067581
90,0,102.0,76.90678,0.7000683
90,0,137.0,134.9251,0.6996365
90,0,171.0,208.5546,0.6951023
90,0,205.0,297.7616,0.6935992
90,0,240.0,403.0859,0.6905457
90,0,274.0,523.4564,0.6902602
90,0,308.0,659.5134,0.6910489
90,0,343.0,810.9655,0.6889137
90,0,377.0,976.688,0.6870626
90,0,411.0,1156.835,0.6864324
90,0,445.0,1356.921,0.6869737
90,0,480.0,1570.307,0.6863994
90,0,514.0,1799.177,0.6855966
90,1000,34.0,8.376461,0.7140501
90,1000,68.0,31.86581,0.7080821
90,1000,102.0,70.06871,0.701548
90,1000,137.0,122.9259,0.7004495
90,1000,171.0,189.7909,0.6970348
90,1000,205.0,271.2816,0.6944661
90,1000,240.0,367.0514,0.6921542
90,1000,274.0,476.1915,0.6908612
90,1000,308.0,600.5624,0.6914874
90,1000,343.0,738.5092,0.6898562
90,1000,377.0,889.3981,0.6878347
90,1000,411.0,1053.384,0.6871903
90,1000,445.0,1235.198,0.6880068
90,1000,480.0,1429.307,0.6872439
90,1000,514.0,1637.228,0.686399
90,2000,34.0,7.63381,0.7142431
90,2000,68.0,29.00821,0.7088963
90,2000,102.0,63.7383,0.7020963
90,2000,137.0,111.7948,0.7001019
90,2000,171.0,172.5422,0.6974933
90,2000,205.0,246.518,0.6960086
90,2000,240.0,333.5604,0.6926913
90,2000,274.0,432.8129,0.6915143
90,2000,308.0,545.4487,0.6931767
90,2000,343.0,670.4589,0.6892241
90,2000,377.0,807.4814,0.6872786
90,2000,411.0,957.5015,0.6859491
90,2000,445.0,1121.581,0.6887735
90,2000,480.0,1297.883,0.6872548
90,2000,514.0,1485.989,0.6880536
90,3000,34.0,6.939917,0.7147746
90,3000,68.0,26.34715,0.7096701
90,3000,102.0,57.83641,0.7032487
90,3000,137.0,101.383,0.702247
90,3000,171.0,156.4949,0.6985587
90,3000,205.0,223.398,0.6969252
90,3000,240.0,302.3696,0.6948552
90,3000,274.0,392.3886,0.6928706
90,3000,308.0,494.5267,0.6940834
90,3000,343.0,607.5162,0.6907048
90,3000,377.0,731.7762,0.6886921
90,3000,411.0,867.1687,0.6888868
90,3000,445.0,1016.826,0.6884995
90,3000,480.0,1175.756,0.6900505
90,3000,514.0,1346.647,0.6877435
90,4000,34.0,6.27302,0.7147353
90,4000,68.0,23.89796,0.711748
90,4000,102.0,52.35544,0.7050688
90,4000,137.0,91.77705,0.700749
90,4000,171.0,141.6517,0.6986826
90,4000,205.0,202.1581,0.6972522
90,4000,240.0,273.4827,0.6962308
90,4000,274.0,354.9749,0.693535
90,4000,308.0,447.2677,0.6945681
90,4000,343.0,549.5073,0.691562
90,4000,377.0,662.0939,0.6888349
90,4000,411.0,784.7025,0.6898748
90,4000,445.0,919.0801,0.6907282
90,4000,480.0,1062.826,0.6907552
90,4000,514.0,1217.168,0.6891368
90,5000,34.0,5.678222,0.713945
90,5000,68.0,21.70433,0.7094659
90,5000,102.0,47.28151,0.7069707
90,5000,137.0,82.82925,0.7026966
90,5000,171.0,127.8692,0.699612
90,5000,205.0,182.4717,0.6981432
90,5000,240.0,246.7939,0.6971486
90,5000,274.0,320.2971,0.6942673
90,5000,308.0,403.4572,0.6957698
90,5000,343.0,495.8372,0.6919224
90,5000,377.0,597.056,0.6913138
90,5000,411.0,708.3865,0.6883107
90,5000,445.0,828.5665,0.689963
90,5000,480.0,958.598,0.6911236
90,5000,514.0,1097.345,0.69045
90,6000,34.0,5.150791,0.713572
90,6000,68.0,19.59728,0.7102489
90,6000,102.0,42.63106,0.7063521
90,6000,137.0,74.61305,0.7030768
90,6000,171.0,115.1569,0.7000988
90,6000,205.0,164.2377,0.6994346
90,6000,240.0,222.0103,0.6975409
90,6000,274.0,288.2802,0.6956138
90,6000,308.0,363.1455,0.6954063
90,6000,343.0,446.0969,0.6943533
90,6000,377.0,537.6385,0.6894158
90,6000,411.0,636.4083,0.6913673
90,6000,445.0,746.0432,0.6908474
90,6000,480.0,862.2998,0.692218
90,6000,514.0,986.9777,0.6913376
90,7000,34.0,4.596669,0.7168676
90,7000,68.0,17.53992,0.7141775
90,7000,102.0,38.32203,0.7104117
90,7000,137.0,67.01044,0.7047501
90,7000,171.0,103.32,0.7024285
90,7000,205.0,147.5224,0.6996278
90,7000,240.0,199.3214,0.6985014
90,7000,274.0,258.6994,0.6964358
90,7000,308.0,325.8409,0.6969411
90,7000,343.0,400.2639,0.6955099
90,7000,377.0,482.1255,0.6932527
90,7000,411.0,571.3148,0.69064
90,7000,445.0,668.9707,0.690446
90,7000,480.0,773.6896,0.6922724
90,7000,514.0,885.3586,0.6918408
90,8000,34.0,4.11914,0.7203209
90,8000,68.0,15.73473,0.7139381
90,8000,102.0,34.38739,0.7100525
90,8000,137.0,60.02893,0.7054536
90,8000,171.0,92.59058,0.7027768
90,8000,205.0,132.067,0.7009299
90,8000,240.0,178.4788,0.6983519
90,8000,274.0,231.4589,0.6987747
90,8000,308.0,291.6173,0.6972904
90,8000,343.0,358.1309,0.6965375
90,8000,377.0,431.3333,0.6943436
90,8000,411.0,511.1993,0.691327
90,8000,445.0,598.5662,0.6913626
90,8000,480.0,692.0677,0.6936582
90,8000,514.0,792.0051,0.693083
90,9000,34.0,3.685852,0.7228605
90,9000,68.0,14.1063,0.7131777
90,9000,102.0,30.82577,0.7100638
90,9000,137.0,53.61647,0.7069583
90,9000,171.0,82.62764,0.7043946
90,9000,205.0,117.9136,0.7012281
90,9000,240.0,159.2773,0.6997956
90,9000,274.0,206.5422,0.6997452
90,9000,308.0,260.0893,0.6992899
90,9000,343.0,319.2442,0.6975701
90,9000,377.0,384.7739,0.6952459
90,9000,411.0,455.6474,0.6942988
90,9000,445.0,533.6824,0.6940553
90,9000,480.0,617.1186,0.6938103
90,9000,514.0,706.1364,0.6945794
90,10000,34.0,3.289797,0.7245278
90,10000,68.0,12.56604,0.7133102
90,10000,102.0,27.61032,0.7083923
90,10000,137.0,47.7613,0.708956
90,10000,171.0,73.53117,0.7062905
90,10000,205.0,104.8824,0.7033938
90,10000,240.0,141.6754,0.7010344
90,10000,274.0,183.7596,0.6993369
90,10000,308.0,231.3468,0.6996114
90,10000,343.0,283.9636,0.697862
100,0,34.0,9.539262,0.6942279
100,0,68.0,37.21486,0.6720251
100,0,102.0,81.95688,0.6688676
100,0,137.0,144.6909,0.658897
100,0,171.0,222.8499,0.667
100,0,205.0,320.9869,0.6580463
100,0,240.0,432.4693,0.6592242
100,0,274.0,573.8481,0.6550452
100,0,308.0,723.4448,0.6556246
100,0,343.0,878.2753,0.6569262
100,0,377.0,1057.03,0.6537641
100,0,411.0,1259.764,0.6591026
100,0,445.0,1456.573,0.6609685
100,0,480.0,1688.63,0.6610875
100,0,514.0,1961.846,0.6509675
100,1000,34.0,8.704046,0.6943315
100,1000,68.0,33.49634,0.6759342
100,1000,102.0,74.80268,0.6687275
100,1000,137.0,131.6145,0.6652762
100,1000,171.0,205.6519,0.6595206
100,1000,205.0,290.5796,0.6600823
100,1000,240.0,386.8573,0.6726794
100,1000,274.0,510.2217,0.6600487
100,1000,308.0,662.8655,0.6561493
100,1000,343.0,798.1028,0.6523626
100,1000,377.0,952.1696,0.6523588
100,1000,411.0,1136.008,0.655755
100,1000,445.0,1344.364,0.6556865
100,1000,480.0,1542.829,0.6610186
100,1000,514.0,1763.965,0.6609331
100,2000,34.0,7.916538,0.6994282
100,2000,68.0,30.61834,0.6790276
100,2000,102.0,68.06324,0.6681336
100,2000,137.0,120.4388,0.6653611
100,2000,171.0,185.2545,0.6677723
100,2000,205.0,266.0633,0.6634562
100,2000,240.0,364.172,0.6600292
100,2000,274.0,464.5834,0.6677694
100,2000,308.0,595.0374,0.656158
100,2000,343.0,729.5385,0.6556361
100,2000,377.0,858.2958,0.6634883
100,2000,411.0,1030.768,0.6603953
100,2000,445.0,1215.45,0.64898
100,2000,480.0,1397.674,0.6554031
100,2000,514.0,1622.793,0.6517833
100,3000,34.0,7.118628,0.7054045
100,3000,68.0,27.72038,0.6805278
100,3000,102.0,61.84531,0.6717642
100,3000,137.0,107.6361,0.6669722
100,3000,171.0,170.6639,0.6654034
100,3000,205.0,240.9432,0.668803
100,3000,240.0,326.2771,0.6579652
100,3000,274.0,422.0681,0.6589357
100,3000,308.0,529.2709,0.6625001
100,3000,343.0,666.2665,0.6567612
100,3000,377.0,796.5058,0.6551545
100,3000,411.0,942.103,0.6561584
100,3000,445.0,1100.772,0.6509777
100,3000,480.0,1265.788,0.6567465
100,3000,514.0,1453.647,0.6534341
100,4000,34.0,6.495815,0.7053537
100,4000,68.0,25.12956,0.6825391
100,4000,102.0,55.5658,0.6719478
100,4000,137.0,97.8288,0.6676561
100,4000,171.0,154.7685,0.6674451
100,4000,205.0,215.92,0.6709975
100,4000,240.0,293.7177,0.6618025
100,4000,274.0,382.6071,0.6628703
100,4000,308.0,481.0673,0.6589618
100,4000,343.0,606.8447,0.6552115
100,4000,377.0,721.8261,0.657627
100,4000,411.0,856.2284,0.6592317
100,4000,445.0,985.2217,0.6552343
100,4000,480.0,1175.726,0.6514409
100,4000,514.0,1330.146,0.6568624
100,5000,34.0,5.884274,0.7151733
100,5000,68.0,22.55424,0.688813
100,5000,102.0,50.04655,0.675178
100,5000,137.0,88.59309,0.6682633
100,5000,171.0,138.0191,0.6649408
100,5000,205.0,196.6313,0.6609016
100,5000,240.0,264.8925,0.6642228
100,5000,274.0,344.7177,0.6633616
100,5000,308.0,424.7169,0.6645131
100,5000,343.0,530.8929,0.6627728
100,5000,377.0,650.2119,0.6595977
100,5000,411.0,769.8286,0.654489
100,5000,445.0,900.8701,0.6515709
100,5000,480.0,1020.471,0.6676493
100,5000,514.0,1178.071,0.6526943
100,6000,34.0,5.292422,0.7076393
100,6000,68.0,20.56012,0.6868961
100,6000,102.0,45.31672,0.6751921
100,6000,137.0,79.04541,0.6709457
100,6000,171.0,123.7572,0.6677672
100,6000,205.0,176.2159,0.6702734
100,6000,240.0,242.7783,0.6613376
100,6000,274.0,310.7019,0.6630952
100,6000,308.0,389.8127,0.6718529
100,6000,343.0,476.7566,0.6610571
100,6000,377.0,574.6831,0.6595388
100,6000,411.0,702.8434,0.6595184
100,6000,445.0,811.3011,0.6529714
100,6000,480.0,941.7191,0.654084
100,6000,514.0,1053.647,0.6581116
100,7000,34.0,4.724801,0.7148137
100,7000,68.0,18.40799,0.6907305
100,7000,102.0,40.65353,0.6768662
100,7000,137.0,71.58743,0.6717668
100,7000,171.0,109.4084,0.6672434
100,7000,205.0,159.1417,0.6673876
100,7000,240.0,214.9002,0.6667553
100,7000,274.0,281.045,0.6620685
100,7000,308.0,353.7043,0.6639919
100,7000,343.0,421.3696,0.6685127
100,7000,377.0,515.6135,0.6625925
100,7000,411.0,617.1846,0.6587963
100,7000,445.0,727.3839,0.6600536
100,7000,480.0,836.5082,0.6581116
100,7000,514.0,957.4166,0.6538644
100,8000,34.0,4.22993,0.7194357
100,8000,68.0,16.34285,0.6936383
100,8000,102.0,36.51192,0.6797846
100,8000,137.0,62.6374,0.6787843
100,8000,171.0,98.68782,0.6693574
100,8000,205.0,141.2792,0.669171
100,8000,240.0,190.1982,0.6680311
100,8000,274.0,252.1164,0.6658306
100,8000,308.0,310.6542,0.6623722
100,8000,343.0,385.5356,0.6620001
100,8000,377.0,462.0632,0.6652225
100,8000,411.0,550.6815,0.6634024
100,8000,445.0,659.6662,0.6560518
100,8000,480.0,752.9942,0.6558636
100,8000,514.0,859.4108,0.6597384
100,9000,34.0,3.792638,0.7240335
100,9000,68.0,14.6489,0.6959805
100,9000,102.0,32.56433,0.6809989
100,9000,137.0,56.68205,0.6772091
100,9000,171.0,87.80107,0.670793
100,9000,205.0,124.0735,0.6719515
100,9000,240.0,169.9453,0.6681357
100,9000,274.0,222.5202,0.6678744
100,9000,308.0,275.9662,0.6732796
100,9000,343.0,343.6521,0.6705071
100,9000,377.0,410.5989,0.6649067
100,9000,411.0,486.8013,0.662724
100,9000,445.0,581.8719,0.6570192
100,9000,480.0,680.3422,0.659879
100,9000,514.0,769.1384,0.6565496
100,10000,34.0,3.386358,0.7265387
100,10000,68.0,12.97243,0.6998069
100,10000,102.0,28.87084,0.696179
100,10000,137.0,50.35945,0.6750944
100,10000,171.0,78.16374,0.6717014
100,10000,205.0,111.4172,0.6685125
100,10000,240.0,151.5307,0.6686634
100,10000,274.0,197.4548,0.6636407
100,10000,308.0,252.1585,0.6682923
100,10000,343.0,303.6797,0.6642627
100,10000,377.0,367.3562,0.6656411
100,10000,411.0,422.6305,0.6779563
100,10000,445.0,502.3064,0.6623946
100,10000,480.0,605.1975,0.6560609
100,10000,514.0,683.9979,0.6579708
